Text,Amount,Category
I got dessert and paid $24,24,Food
I grabbed snack from sushi bar for $8,8,Food
We went out for lunch and paid $81 with colleagues,81,Food
I spent $149 on food for the party,149,Food
I grabbed a quick bite at coffee shop and paid $33 for delivery,33,Food
I purchased groceries for the week for $27,27,Food
We had lunch night and paid $35 with the family,35,Food
We ordered takeout and paid $41,41,Food
I bought lunch and paid $144 at work,144,Food
We went out for lunch and paid $124 with colleagues,124,Food
I purchased groceries for the week for $57,57,Food
I purchased groceries for the week for $53,53,Food
I purchased ingredients and spent $56 for cooking dinner,56,Food
We went out for lunch and paid $86 with colleagues,86,Food
I ordered dinner delivery and paid $132 after work,132,Food
I had takeout and paid $20 at the Chinese restaurant,20,Food
I stopped for coffee and paid $38 on my way to work,38,Food
I purchased groceries for the week for $56,56,Food
We enjoyed snack at Italian restaurant for $52,52,Food
I stopped for coffee and paid $129 on my way to work,129,Food
I treated myself to brunch and paid $121,121,Food
We went out for lunch and paid $106 with colleagues,106,Food
I spent $125 on food shopping today,125,Food
We went out for lunch and paid $50 with colleagues,50,Food
I spent $138 on food for the party,138,Food
I purchased groceries for the week for $29,29,Food
I purchased groceries for the week for $54,54,Food
I spent $54 on food shopping today,54,Food
I treated myself to lunch and paid $99,99,Food
I purchased groceries for the week for $111,111,Food
We had delivery night and paid $37 with the family,37,Food
I treated myself to meal and paid $8,8,Food
I bought lunch and paid $6 at work,6,Food
I ordered dinner delivery and paid $34 after work,34,Food
We ordered takeout and paid $91,91,Food
I grabbed a quick bite at Italian restaurant and paid $54 for fast food,54,Food
I bought snacks and paid $11 for the road trip,11,Food
I purchased ingredients and spent $83 for cooking dinner,83,Food
I bought snacks and paid $84 for the road trip,84,Food
We went out for lunch and paid $37 with colleagues,37,Food
I grabbed fast food from burger joint for $16,16,Food
I ordered dinner delivery and paid $24 after work,24,Food
We went out for lunch and paid $37 with colleagues,37,Food
I got delivery on the go and paid $107,107,Food
I paid $78 for breakfast with friends,78,Food
We enjoyed breakfast at bbq joint for $115,115,Food
I grabbed a quick bite at steakhouse and paid $97 for brunch,97,Food
We enjoyed takeout at Italian restaurant for $82,82,Food
I got meal on the go and paid $86,86,Food
I treated myself to takeout and paid $86,86,Food
We ordered takeout and paid $76,76,Food
I ordered dinner delivery and paid $42 after work,42,Food
I bought lunch and paid $87 at work,87,Food
We ordered takeout and paid $77,77,Food
I got breakfast on the go and paid $99,99,Food
I bought lunch and paid $52 at work,52,Food
I paid $24 for breakfast with friends,24,Food
I treated myself to dinner and paid $90,90,Food
I paid $81 for breakfast with friends,81,Food
I had takeout and paid $109 at the pizza place,109,Food
I treated myself to breakfast and paid $79,79,Food
I purchased groceries for the week for $146,146,Food
I spent $49 on food for the party,49,Food
I bought snacks and paid $129 for the road trip,129,Food
I bought lunch and paid $115 at work,115,Food
I treated myself to meal and paid $9,9,Food
We enjoyed fast food at pizza place for $129,129,Food
I bought lunch and paid $109 at work,109,Food
We went out for lunch and paid $31 with colleagues,31,Food
I grabbed lunch from Subway for $7,7,Food
I treated myself to meal and paid $5,5,Food
I bought lunch and paid $148 at work,148,Food
I got lunch on the go and paid $124,124,Food
I bought lunch and paid $64 at work,64,Food
We went out for lunch and paid $17 with colleagues,17,Food
I stopped for coffee and paid $119 on my way to work,119,Food
I picked up some groceries and spent $47 at Target,47,Food
We enjoyed lunch at food truck for $149,149,Food
I spent $128 on food for the party,128,Food
I bought lunch and paid $44 at work,44,Food
I bought snacks and paid $82 for the road trip,82,Food
I got quick bite on the go and paid $45,45,Food
I ordered dinner delivery and paid $65 after work,65,Food
I treated myself to delivery and paid $131,131,Food
I got dessert and paid $146,146,Food
We ordered takeout and paid $49,49,Food
I ordered dinner delivery and paid $51 after work,51,Food
We went out for lunch and paid $75 with colleagues,75,Food
I got dessert and paid $54,54,Food
I bought lunch and paid $94 at work,94,Food
I purchased ingredients and spent $116 for cooking dinner,116,Food
I purchased groceries for the week for $108,108,Food
We ordered takeout and paid $36,36,Food
I got dessert and paid $118,118,Food
I bought lunch and paid $44 at work,44,Food
I had quick bite and paid $23 at the bakery,23,Food
I bought lunch and paid $103 at work,103,Food
I had meal and paid $121 at the bakery,121,Food
I got dessert and paid $79,79,Food
I got fast food on the go and paid $145,145,Food
I got dessert and paid $104,104,Food
I had fast food and paid $12 at the food truck,12,Food
I bought lunch and paid $37 at work,37,Food
I stopped for coffee and paid $11 on my way to work,11,Food
I bought snacks and paid $139 for the road trip,139,Food
We ordered takeout and paid $36,36,Food
I grabbed a quick bite at bbq joint and paid $15 for quick bite,15,Food
I paid $66 for breakfast with friends,66,Food
I picked up some groceries and spent $39 at supermarket,39,Food
I ordered dinner delivery and paid $97 after work,97,Food
I got dessert and paid $23,23,Food
I purchased ingredients and spent $76 for cooking dinner,76,Food
We ordered takeout and paid $25,25,Food
We ordered takeout and paid $141,141,Food
I spent $98 on food for the party,98,Food
I spent $116 on food for the party,116,Food
I picked up some groceries and spent $101 at Whole Foods,101,Food
I stopped for coffee and paid $68 on my way to work,68,Food
I grabbed a quick bite at Subway and paid $80 for lunch,80,Food
We enjoyed meal at diner for $68,68,Food
I spent $126 on food shopping today,126,Food
We went out for lunch and paid $91 with colleagues,91,Food
I stopped for coffee and paid $30 on my way to work,30,Food
I stopped for coffee and paid $148 on my way to work,148,Food
I spent $53 on food shopping today,53,Food
I ordered dinner delivery and paid $143 after work,143,Food
I paid $68 for breakfast with friends,68,Food
We went out for lunch and paid $8 with colleagues,8,Food
I had meal and paid $36 at the McDonald's,36,Food
I ordered dinner delivery and paid $103 after work,103,Food
We had lunch night and paid $101 with the family,101,Food
I grabbed breakfast from bakery for $44,44,Food
I spent $70 on food for the party,70,Food
We went out for lunch and paid $14 with colleagues,14,Food
I grabbed quick bite from bakery for $149,149,Food
I got takeout on the go and paid $146,146,Food
I spent $41 on food for the party,41,Food
I stopped for coffee and paid $134 on my way to work,134,Food
I picked up some groceries and spent $30 at Trader Joe's,30,Food
I spent $134 on food shopping today,134,Food
We enjoyed dinner at coffee shop for $60,60,Food
I spent $128 on food shopping today,128,Food
I grabbed delivery from diner for $76,76,Food
We enjoyed quick bite at Chinese restaurant for $137,137,Food
I got snack on the go and paid $61,61,Food
I bought snacks and paid $51 for the road trip,51,Food
We enjoyed dinner at bbq joint for $143,143,Food
We went out for lunch and paid $78 with colleagues,78,Food
We ordered takeout and paid $91,91,Food
I purchased ingredients and spent $39 for cooking dinner,39,Food
I spent $51 on food shopping today,51,Food
We had snack night and paid $116 with the family,116,Food
I paid $138 for breakfast with friends,138,Food
I spent $17 on food for the party,17,Food
I bought lunch and paid $84 at work,84,Food
I got dessert and paid $79,79,Food
I purchased groceries for the week for $79,79,Food
I purchased groceries for the week for $25,25,Food
I treated myself to dinner and paid $149,149,Food
I purchased groceries for the week for $129,129,Food
I paid $43 for breakfast with friends,43,Food
We had breakfast night and paid $131 with the family,131,Food
I purchased ingredients and spent $139 for cooking dinner,139,Food
I got fast food on the go and paid $79,79,Food
I treated myself to lunch and paid $137,137,Food
I spent $12 on food for the party,12,Food
I spent $65 on food shopping today,65,Food
I treated myself to meal and paid $111,111,Food
I spent $19 on food for the party,19,Food
I bought snacks and paid $98 for the road trip,98,Food
We went out for lunch and paid $24 with colleagues,24,Food
I picked up some groceries and spent $95 at Target,95,Food
I grabbed brunch from Thai place for $110,110,Food
We went out for lunch and paid $124 with colleagues,124,Food
I purchased ingredients and spent $10 for cooking dinner,10,Food
I bought snacks and paid $77 for the road trip,77,Food
I spent $105 on food shopping today,105,Food
I stopped for coffee and paid $94 on my way to work,94,Food
I paid $36 for breakfast with friends,36,Food
I got quick bite on the go and paid $79,79,Food
I spent $134 on food shopping today,134,Food
I got brunch on the go and paid $90,90,Food
I got dessert and paid $140,140,Food
I stopped for coffee and paid $119 on my way to work,119,Food
I got dessert and paid $50,50,Food
I bought snacks and paid $48 for the road trip,48,Food
I bought lunch and paid $42 at work,42,Food
I stopped for coffee and paid $26 on my way to work,26,Food
I stopped for coffee and paid $110 on my way to work,110,Food
I got meal on the go and paid $24,24,Food
I ordered dinner delivery and paid $57 after work,57,Food
I paid $101 for breakfast with friends,101,Food
I bought lunch and paid $38 at work,38,Food
We enjoyed lunch at food truck for $143,143,Food
I grabbed snack from coffee shop for $136,136,Food
I stopped for coffee and paid $66 on my way to work,66,Food
I grabbed brunch from Italian restaurant for $58,58,Food
I paid $39 for breakfast with friends,39,Food
I spent $114 on food for the party,114,Food
I grabbed a quick bite at local cafe and paid $149 for fast food,149,Food
I picked up some groceries and spent $95 at Walmart,95,Food
I spent $98 on food shopping today,98,Food
I purchased ingredients and spent $48 for cooking dinner,48,Food
I picked up some groceries and spent $135 at Whole Foods,135,Food
I got dinner on the go and paid $99,99,Food
I picked up some groceries and spent $40 at Walmart,40,Food
